719,CPES0224.01,Obtención de productos seco-salados de origen pesquero
720,CPES0225.01,Manejo y conservación a bordo de productos de pesca ribereña y aguas interiores
721,CPES0273.02,Operación de embarcaciones con motor fuera de borda
722,CPES0317.01,Elaboración de harina de pescado
723,CPES0358.02,Producción de postlarvas de camarón en laboratorio
724,CPES0415.01,Operación de equipo de cubierta y artes de pesca para captura de atún por el sistema de cerco
725,CPES0473.01,Cultivo de especies piscícolas dulce acuícolas por el sistema semi intensivo
726,CPES0573.01,Supervisión del cultivo de camarón por el sistema semi intensivo
727,CPLA0131.01,Obtención de productos de plástico por inyección
728,CPLA0132.01,Obtención de productos de plástico por extrusión
729,CPLA0179.01,Obtención de productos de plástico a través del proceso de extrusión soplo
730,CPLA0229.01,Obtención de productos de plástico reforzado
731,CPLA0230.01,Obtención de productos de plástico por filamento continuo
732,CPLA0291.01,Reciclado de productos de plástico
733,CPLA0373.01,Termoformado de productos plásticos
734,CPOD0189.01,Servicio podológico preventivo
735,CPOD0217.01,Terapéutica podológica
736,CPOR0297.01,Operación de montacargas
737,CPOR0298.01,Supervisión de maniobras portuarias
738,CPOR0315.01,Operación de equipo para maniobras portuarias
739,CPOR0338.01,Inspección de embarcaciones
740,CPOR0381.01,Acomodo y sujeción de la carga
741,CPOR0382.01,Mantenimiento de embarcaciones menores de fibra de vidrio
742,CPOR0383.01,Supervisión de almacenamiento
743,CQMC0112.01,Operación de procesos químicos mediante sistema automático de control
744,CQMC0122.01,Control de procesos químicos
745,CQMC0123.01,Operación de procesos químicos en área operativa
746,CQMC0295.01,Obtención de productos químicos molidos
747,CQMC0296.01,Obtención de productos químicos destilados
748,CQMC0326.01,Manejo de líquidos
749,CQMC0327.01,Mezclado de productos químicos
750,CQMC0417.01,Aplicación de pintura en polvo
751,CQMC0418.01,Instalación de tuberías para el traslado de hidrocarburos
752,CQMC0421.01,Servicio de pailería industrial
753,CQMC0466.01,Obtención de productos químicos por absorción
754,CQMC0470.01,Obtención de productos químicos por extracción
755,CRCH0156.01,Integración de personal a la organización
756,CRCH0201.01,Operación del sistema administrativo de gestión humana
757,CRCH0233.01,Planeación estratégica de recursos humanos
758,CRCH0386.01,Administración de la capacitación
759,CRCH0542.01,Diseño e impartición de cursos de capacitación
760,CRCH0542.02,Diseño e impartición de cursos de capacitación
761,CRCH0664.01,Impartición de cursos de capacitación
762,CRCH0665.01,Diseño didáctico para la capacitación
763,CREG0412.01,Atención a usuarios en la inscripción de los actos del estado civil de las personas
764,CREG0413.01,Atención a usuarios en los servicios de certificación de los actos del estado civil resguardados
765,CSAD0448.01,Reconocimiento aduanero
767,CSCE0535.01,Comercio electrónico básico operativo, cadena de abasto
768,CSCE0536.01,Comercio electrónico básico operativo, compras
769,CSCE0537.01,Comercio electrónico básico operativo, procesos administrativos internos
770,CSCE0572.02,Comercio electrónico para PyMES
771,CSCE0575.01,Intercambio electrónico de datos
772,CSCE0598.01,Determinación de estrategias de comercio electrónico para ofrecer respuestaeficiente al consumidor
773,CSCS0397.01,Servicios de embellecimiento del cabello
774,CSCS0509.01,Control interno de los servicios de limpieza
776,CSCS0662.01,Cuidado del adulto mayor
777,CSCS0668.01,Servicios generales de cuidado de niños, niñas y adolescentes
778,CSDO0274.02,Servicios de lavado y planchado de prendas
779,CSDO0275.02,Servicios generales de limpieza
780,CSDO0325.03,Servicios generales de alimentación
781,CSED0260.01,Desarrollo de diagnósticos de servicios
782,CSED0261.01,Obtención de información para la toma de decisiones
783,CSED0262.01,Análisis e interpretación de información en estudios de evaluación
784,CSED0263.01,Desarrollo de estudios de evaluación
785,CSED0264.01,Desarrollo de programas y proyectos
786,CSED0265.01,Presupuestación de programas y proyectos
787,CSED0452.01,Desarrollo y evaluación de la competencia laboral de capacitandos con base en una Norma Técnica de Competencia Laboral
788,CSEG0064.02,Servicios contra incendios
789,CSEG0092.01,Atención prehospitalaria básica
790,CSEG0093.01,Soporte básico de vida y primeros auxilios
791,CSEG0121.01,Atención prehospitalaria avanzada
792,CSEG0190.01,Primera respuesta a emergencias que involucran materiales peligrosos
793,CSEG0191.01,Respuesta técnica a emergencias que involucran materiales peligrosos
794,CSEG0302.01,Muestreo de emisiones contaminantes a la atmòsfera en fuentes fijas
795,CSEG0339.02,Control básico de plagas urbanas
796,CSEG0443.01,Verificación de las condiciones de seguridad e higiene del centro de trabajo
797,CSIM0519.01,Comercialización de bienes inmuebles
798,CSOL0341.02,Inspección de soldadura. Categoría 1
799,CSOL0343.02,Inspección de Soldadura. Categoría 2
800,CSOL0437.01,Aplicación de soldadura por arco metálico protegida con gas (GMAW)
801,CSOL0460.02,Inspección de soldadura. Categoría 3
802,CSOL0490.01,Aplicación de soldadura oxiacetilénica (autógena). (OFW - A)
803,CSOL0491.01,Aplicación de soldadura por resistencia (RW)
804,CSOL0492.01,Realización de corte con oxígeno y gas combustible (OFC)*
805,CSOL0493.01,Aplicación de soldadura por arco con electrodo metálico revestido (SMAW)
806,CSOL0494.01,Aplicación de soldadura por arco sumergido (SAW)
807,CSOL0495.01,Aplicación de soldadura por arco con tungsteno y gas (GTAW)
808,CSOL0496.01,Aplicación de soldadura protegida con gas (GMAW) en acero inoxidable
809,CSOL0497.01,Aplicación de soldadura por arco con alambre tubular (con núcleo de fundente) (FCAW)
810,CSOL0498.01,Realización de trabajos de recubrimiento con soldadura
811,CSPU0362.01,Funciones básicas de la actuación policial
812,CSPU0363.01,Investigación criminalística
813,CSPU0401.01,Regulación del tránsito de vehículos, personas y transporte
814,CSPU0595.01,Detección de drogas, personas, substancias y artefactos explosivos con perros deintervención
815,CSPV0194.02,Vigilancia de accesos
816,CSPV0349.02,Instalación de sistemas electrónicos de detección y alarma
817,CSPV0402.02,Protección de personas (personalidades) en zona de movimiento
818,CSPV0403.02,Conducción de unidades caninas de seguridad
819,CSPV0574.01,Traslado de valores
820,CSPV0648.01,Adiestramiento básico de perros
821,CSSA0359.01,Dictamen de muestras citológicas
822,CSSA0400.01,Obtención de la imagen de la estructura anatómica del paciente
823,CSSA0409.01,Contribución en la recuperación de las capacidades físicas de las personas
824,CSSA0410.01,Control y restablecimiento de la función pulmonar de las personas
825,CSSA0592.01,Codificación de información médica
826,CSSA0646.01,Limpieza y desinfección de los establecimientos de salud
827,CSUE0354.01,Ejecución del plan de manejo de suelos
828,CSUE0355.01,Dirección y evaluación del plan de manejo de suelos
829,CSUE0356.01,Elaboración del plan de manejo de suelos
830,CSUE0672.01,Producción agrícola en labranza de conservación
831,CSUE0673.01,Desarrollo y evaluación de proyectos agrícolas en labranza de conservación
832,CTEL0175.02,Instalación y mantenimiento de fibra óptica
833,CTEL0176.03,Operación de sistemas de transmisión para jerarquía digital plesiócrona (PDH)
834,CTEL0177.03,Operación de sistemas de transmisión para jerarquía digital síncrona (SDH)
835,CTEL0243.02,Operación de sistemas inalámbricos
836,CTEL0303.02,Operación para servicios de acceso básico
837,CTEL0304.02,Construcción y mantenimiento de la red de acceso de cobre
838,CTEL0337.02,Operación de equipo para proporcionar servicios de acceso de alto orden
839,CTEL0449.01,Operación y mantenimiento de sistemas de conmutación por paquetes en redes de área amplia (WAN)
840,CTEL0450.01,Operación y mantenimiento de sistemas de conmutación por paquetes en redes de área local (LAN)
841,CTEL0451.01,Operación y mantenimiento de sistemas de conmutación de circuitos
842,CTEL0454.01,Instalación de sistemas de conmutación
843,CTEX0287.01,Preparación de hilatura de fibra corta
844,CTEX0329.01,Preparación de fibra para hilatura de alto voluminizado
845,CTEX0407.01,Urdido de hilo para tejidos de calada
846,CTEX0467.01,Engomado de hilos para tejidos de calada
847,CTEX0468.01,Preparación de hilos para tejidos de calada
848,CTIN0446.02,Lavado de ropa en proceso industrial
849,CTIN0447.01,Planchado de prendas en procesos con vapor
850,CTIN0476.01,Atención y venta de servicios en tintorerías y lavanderías
851,CTIN0529.01,Deslavado y teñido de prendas nuevas
852,CTOF0199.01,Establecimiento de comunicación con el cliente
853,CTOF0200.01,Atención a clientes mediante información documental
854,CTUP0340.01,Conducción de transporte público colectivo
855,CTUP0385.01,Conducción de transporte público individual
856,CTUP0506.01,Conducción del tren metropolitano
857,CTUP0532.01,Verificación a empresas de transporte público de pasajeros
858,CTUP0571.01,Operación del tren ligero
859,CTUP0583.01,Mantenimiento a la línea elevada del trolebús
860,CTUP0584.01,Mantenimiento a la vía permanente del tren ligero
861,CTUP0585.01,Operación del trolebús
862,CTUR0006.02,Coordinación de los servicios de alimentos y bebidas
863,CTUR0007.03,Preparación de alimentos
864,CTUR0008.02,Preparación de bebidas
865,CTUR0014.02,Supervisión del arrendamiento de vehículos
866,CTUR0015.02,Operación de arrendamiento de vehículos
867,CTUR0030.01,Venta de servicios integrales de viaje
868,CTUR0032.02,Servicio a comensales
869,CTUR0032.03,Servicio a comensales
870,CTUR0051.02,Coordinación de los servicios de hospedaje
871,CTUR0052.02,Servicio de atención al huésped
872,CTUR0054.02,Servicio de atención a cuartos y áreas públicas
873,CTUR0124.01,Planeación y control de recursos materiales
874,CTUR0125.01,Comercialización de servicios integrados de viaje
875,CTUR0130.01,Desarrollo y coordinación de recursos humanos en establecimientos turísticos
876,CTUR0152.01,Operación del turismo de aventura y ecoturismo
877,CTUR0166.01,Servicios de atención al turismo náutico y sus embarcaciones
878,CTUR0185.03,Supervisión de la comercialización de tiempo compartido
879,CTUR0186.03,Comercialización de tiempo compartido
880,CTUR0428.01,Resguardo del vino
881,CTUR0459.01,Atención al cliente del vino en el lugar de consumo
882,CTUR0534.02,Servicios de conserjería y de comunicación telefónica en hotelería
883,CTUR0566.02,Acondicionamiento físico con técnicas de masajes tradicionales
884,CTUR0596.02,Organización de evento de negocios, sociales y culturales
885,CTVC0023.02,Instalación de acometidas de redes de telecomunicaciones
886,CTVC0041.02,Construcción de redes de telecomunicaciones
887,CTVC0042.02,Iluminación televisiva
888,CTVC0073.03,Registro de imagen con cámara televisiva
889,CTVC0074.01,Instalación del centro de recepción y control de redes de telecomunicaciones
890,CTVC0083.01,Mantenimiento del centro de recepción y control de redes de telecomunicaciones
891,CTVC0084.03,Registro de audio
892,CTVC0140.01,Control de video
893,CTVC0141.01,Mantenimiento a equipos y sistemas de videograbación en televisión
894,CTVC0153.01,Planeación de sistemas de televisión por cable y servicios de telecomunicaciones
895,CTVC0196.01,Proyección técnica de un sistema de televisión por cable y redes de telecomunicaciones
896,CTVC0244.01,Prospección de ventas de servicios de televisión por cable
897,CTVC0388.01,Sistematización de documentación audiovisual
898,CTVC0505.01,Operación de los equipos de generación y transmisión de la señal de televisión y del control maestro
899,CVES0029.01,Ensamble de piezas en prendas de vestir
900,CVES0029.02,Operación de máquinas de confección industrial
901,CVES0040.01,Preparación de piezas en confección
902,CVES0099.01,Corte de piezas para confección
903,CVES0100.01,Tendido de telas
904,CVES0101.01,Trazo de patrones
905,CVES0118.01,Preparación de bultos para confección
906,CVES0195.01,Acabados en prendas de vestir
907,CVES0538.01,Mantenimiento de máquinas de confección
908,CVES0539.02,Elaboración de prendas sartoriales
909,CVES0639.01,Diseño de prendas de vestir
910,CVES0640.01,Desarrollo de prendas de vestir
911,CVID0333.01,Obtención de vidrio
912,CVID0334.01,Formación manual de artículos de vidrio
913,CVID0457.01,Formación de artículos de vidrio mediante procesos automatizados
914,CVID0514.01,Decorado de artículos de vidrio mediante procesos semi y automatizados
915,CVID0533.01,Cortado, pulido y barrenado de piezas de vidrio para la industria automotriz
932,NUCNC002.01,Diseño del instrumento de evaluación de competencia laboral
933,NUCNC003.01,Dirección del desarrollo de la norma técnica de competencia laboral
934,NUCNC004.01,Evaluación de la competencia laboral de candidatos, referida en Normas Técnicas de Competencia Laboral de una función determinada
939,NUCOM009.01,Dispensación y manejo de medicamentos en farmacias
941,NUDEN001.01,Elaboración de aparatos de ortopedia funcional de los maxilares
942,NUDEN002.01,Elaboración de aparatos de ortodoncia y ortopedia fija
943,NUDEN003.01,Elaboración de prótesis dental removible
953,NULLA001.01,Balanceo de llantas por computadora
954,NULLA002.01,Alineación de llantas por computadora
965,NUSFN001.01,Generación del crédito
966,NUSIM001.01,Asesoría en comercialización de bienes inmuebles
967,NUSIM002.01,Asesoría en materia de crédito de vivienda
968,NUSIM002.02,Asesoría en materia de crédito de vivienda
969,NUSIM003.01,Instalación de recubrimientos cerámicos
970,NUSIM004.01,Administración de inmuebles en condominio
975,NUSPV003.01,Cuidado de perros
984,NUTEL001.01,Instalación de acometidas con cable coaxial
985,NUTUP001.01,Operación del vehículo de transporte público colectivo de pasajeros
998,UCNC0026.03,Evaluar la competencia laboral de candidatos, referida en Normas Técnicas de Competencia Laboral (NTCL) de una función determinada.
999,UCNC0027.03,Desarrollar instrumentos de evaluación de competencialaboral, referida en NTCL
1000,UCNC0028.03,Verificar internamente el proceso de evaluación de competencia laboralconforme a lo establecido por el Sistema de Certificación de CompetenciaLaboral
1001,UCNC0029.03,Verificar externamente los procesos de verificación interna y evaluación decompetencia laboral
1104,CCAF0136.01,Operación y control del beneficiado húmedo de café
1105,CSEG0064.01,Servicios contra incendios
1106,CCON0147.02,Consultoría general
1107,COPT0107.01,Producción de lentes ópticas
1108,CCNS0071.01,Colado de elementos de concreto simple y de concreto armado
1109,CSPV0403.01,Conducción de unidades caninas de seguridad
1110,CAGR0144.01,Operación de tractor con implementos agrícolas mecánicos e hidráulicos
1111,CCNS0218.01,Análisis de precios unitarios
1112,CSOL0343.01,Inspección de soldadura. Categoría 2
1113,COPT0139.01,Venta de productos y servicios ópticos
1114,CFOR0061.01,Derribo direccional de arboles
1115,CCAF0178.01,Establecimiento y operación de semilleros y viveros de café
1116,CFOR0057.01,Obtención de madera aserrada
1117,CCNS0158.01,Instalación de sistema eléctrico
1118,CFOR0162.01,Prevención, detección y combate de incendios forestales
1119,COPT0248.01,Fabricación de lentes de contacto
1120,CPES0056.01,Engorda y cosecha de camarón por el sistema semi intensivo
1121,CART0024.01,Obtención de la reproducción de impresos, de acuerdo al sistema de impresión enoffset
1122,CCNS0068.01,Construcción de muros de piedra y/o piezas regulares
1123,CTUR0006.01,Desarrollo y coordinación de la preparación de alimentos y bebidas
1124,CMTO0320.01,Obtención de nixtamal y masa
1125,CTUR0008.01,Preparación de bebidas
1126,CAPI0270.01,Cosecha de miel de abeja
1127,CTUR0014.01,Supervisión y coordinación del arrendamiento de vehículos
1128,CTUR0033.01,Apoyo del servicio a comensales
1129,CTUR0186.02,Comercialización de inversiones vacacionales
1130,CCOM0390.01,Servicios de atención telefónica y telemercadeo
1131,COPT0106.01,Producción de anteojos
1132,CFOR0058.01,Producción de plantas
1133,CCON0147.01,Consultoría general
1134,CTUR0007.02,Preparación de alimentos
1135,CSPV0194.01,Vigilancia de accesos
1136,CTUR0052.01,Servicio de atención al huésped
1137,CCLZ0048.01,Terminación del calzado
1138,CRCH0387.01,Impartición de cursos de capacitación
1139,CHUL0129.01,Construcción de productos de hule
1140,CTUR0566.01,Acondicionamiento físico con técnicas de masaje tradicionales
1141,CHUL0126.01,Extrusión de productos de hule
1142,CTUR0032.01,Servicio a comensales
1143,COPT0138.01,Práctica de exámenes de refracción
1144,CMAU0331.01,Afinación de motores a gasolina con sistema de inyección
1145,CCOM0046.01,Dispensación y manejo de medicamentos en farmacias
1146,CTUR0031.01,Coordinación y supervisión del servicio a comensales
1147,CCLZ0050.01,Preparación y pespunte de la capellada del calzado
1148,CHUL0128.01,Mezclado de compuestos de hule
1149,CCOM0028.01,Venta de mercancías en comercio al menudeo Nivel 2
1150,CCNS0159.01,Instalación de sistema hidrosanitario
1151,CPES0273.01,Operación de embarcaciones con motor fuera de borda
1152,CTUR0051.01,Coordinación del servicio a cuartos y áreas públicas
1153,CCLZ0049.01,Ejecución y preparación del corte del calzado
1154,CTUR0053.01,Coordinación del servicio de atención a huéspedes
1155,CSPV0349.01,Intalación de sistemas electrónicos de detección y alarma
1156,COPT0187.01,Adaptación de lentes de contacto
1157,CCAF0137.01,Operación y control del beneficiado seco de café
1158,CHUL0127.01,Vulcanización de productos de hule
1159,CTUR0007.01,Preparación de alimentos
1160,CTUR0054.01,Servicio de atención a cuartos y áreas públicas
1162,CMTO0321.01,Obtención de tortilla
1180,CAGP0226.01,Producción de agua purificada envasada
1181,CAGR0145.01,Operación de tractor con implementos agrícolas neumáticos y electrónicos
1182,CAGR0365.01,Riego presurizado en parcelas
1183,CAPI0232.01,Fortalecimiento de las colonias de abejas
1184,CAPI0318.01,Aprovechamiento de cera de abeja
1185,CAPI0367.01,Obtención de jalea real
1186,CAPI0368.01,Obtención de propóleo
1187,CAPI0419.01,Obtención de polen
1188,CAUT0047.01,Operación de vehículos de autotransporte
1189,CAUT0072.01,Manejo de carga general durante el viaje
1190,CAUT0080.01,Programación y control del traslado de la carga
1191,CAUT0116.01,Revisión vehicular antes y después del viaje
1192,CAUT0167.01,Traslado de materiales y residuos peligrosos
1194,CAUT0423.01,Conducción y operación de unidades motorrevolvedoras
1195,CAUT0455.01,Revisión y diagnóstico de vehículos de autotransporte de carga general unitarios
1196,CAZA0017.01,Tratamiento de aguas
1197,CAZA0018.01,Generación y distribución de vapor
1198,CAZA0086.01,Planeación y control de la producción y de la cosecha de materia prima
1199,CAZA0087.01,Programación y verificación de la producción y de la cosecha de materia prima
1200,CAZA0088.01,Organización del desarrollo del campo y de la cosecha de la materia prima
1201,CCER0155.01,Preparación y suministro de pasta para procesos de formado
1202,CCER0174.01,Producción de piezas cerámicas por el proceso de vaciado
1203,CCER0234.01,Formado de piezas cerámicas en torno
1204,CCHO0235.01,Elaboración de productos de chocolate y confitería, a partir de corte, depositadomanual y modelado
1205,CCLZ0013.01,Control y supervisión de la fabricación del producto (Calzado)
1206,CCNS0069.01,Armado de elementos estructurales con acero de refuerzo
1207,CCNS0070.01,Cimbrado de elementos estructurales
1208,CCNS0160.01,Instalación y reparación de sistema hidrosanitario residencial
1209,CCNS0161.01,Instalación de sistema de gas
1210,CCNS0353.01,Colocación de recubrimiento de cerámica
1211,CCNS0380.01,Instalación para el aprovechamiento del gas natural para consumos hasta 170,000kJ/h
1212,CCNS0406.01,Operación de la retroexcavadora
1213,CCOM0027.01,Venta de mercancías en comercio al menudeo Nivel 1
1214,CCON0085.01,Implantación y evaluación de nuevos sistemas
1215,CCON0148.01,Diseño y evaluación de sistemas
1216,CCON0396.01,Ventas consultivas
1217,CDEN0197.01,Elaboración de prótesis removible
1218,CDEN0198.01,Elaboración de prótesis fija
1219,CDEN0253.01,Reparación de prótesis dentales
1220,CFER0005.01,Despacho y control de trenes
1221,CFRM0012.01,Producción de formas farmacéuticas sólidas
1222,CGRA0520.01,Almacenamiento y conservación de granos y oleaginosas
1223,CJOY0511.01,Preparación de ceras
1224,CJOY0512.01,Vaciado de metales en joyería
1225,CLCH0375.01,Elaboración de productos lácteos
1226,CMAU0289.01,Mantenimiento de los sistemas de frenos
1227,CMAU0332.01,Afinación de motores a gasolina con carburador
1228,CMAU0488.01,Repintado de los componentes metálicos, plásticos y de madera de la carroceríade vehículo automotriz utlizando equipo programable
1229,CMAU0520.01,Igualado del color en el repintado de los componentes metálicos, plásticos y demadera del vehículo automotriz
1230,CMIN0044.01,Fragmentación de roca
1231,CMIN0044.02,Fragmentación de roca
1232,CMIN0094.01,Transporte y carga de mineral
1233,CMIN0095.01,Aseguramiento de la granulometria del mineral
1234,CMIN0096.01,Recuperación de minerales o metales
1235,CMIN0202.01,Preparación del sistema de fundición de metales y minerales
1236,CMIN0203.01,Obtención de minerales y metales
1237,CMIN0259.01,Obtención de carbón
1238,CMIN0478.01,Operación de la planta beneficio
1239,CMIN0479.01,Carga y acarreo de mineral y tepetate
1240,COPT0107.02,Producción de lentes ópticas y anteojos
1241,CPAN0278.01,Elaboración de pan francés
1242,CPAN0279.01,Elaboración de pan dulce
1243,CPAN0322.01,Elaboración de pasteles y productos de repostería
1244,CPES0055.01,Preparación de estanquería, siembra y control del cultivo de camarón por elsistema semi intensivo
1245,CPES0358.01,Producción de postlarvas de camarón en laboratorio
1246,CSCE0572.01,Planeación de la reconversión de pequeñas y medianas empresas al comercioelectrónico
1247,CSDO0274.01,Lavado y planchado de prendas del hogar
1248,CSDO0275.01,Servicios básicos de limpieza en el hogar
1249,CSDO0325.01,Servicios de alimentación en el hogar
1250,CSDO0325.02,Servicios generales de alimentación
1251,CSDO0510.01,Servicios generales de cuidado de niños y niñas
1252,CSEG0339.01,Control básico de plagas urbanas
1253,CSOL0341.01,Inspección de soldadura. Categoría 1
1254,CSOL0460.01,Inspección de soldadura. Categoría 3
1255,CSPV0402.01,Protección de personas
1256,CSUE0527.01,Aplicación del sistema de labranza de conservación
1257,CTEL0175.01,Instalación y mantenimiento de fibra óptica
1258,CTEL0176.01,Operación de sistemas de transmisión PDH
1259,CTEL0176.02,Operación de sistemas de transmisión de jerarquía digital plesiócrona (PDH)
1260,CTEL0177.01,Operación de sistemas de transmisión SDH
1261,CTEL0177.02,Operación de sistemas de transmisión de jerarquía digital síncrona (SDH)
1262,CTEL0242.01,Operación de sistemas inalámbricos para el servicio movil de radio comunicaciónespecializada
1263,CTEL0243.01,Operación de sistemas de transmisión inalámbrica de alta capacidad
1264,CTEL0303.01,Operación para servicios de acceso básico
1265,CTEL0304.01,Instalación y mantenimiento de la red de acceso de cobre
1266,CTEL0337.01,Operación de equipo para proporcionar servicios de acceso de alto orden
1267,CTIN0446.01,Lavado de ropa en proceso industrial
1268,CTUR0015.01,Operación del arrendamiento de vehículos
1269,CTUR0185.01,Supervisión de la comercialización de inversiones vacacionales
1270,CTUR0185.02,Supervisión de la comercialización de inversiones vacacionales
1271,CTUR0186.01,Comercialización de inversiones vacacionales
1272,CTUR0534.01,Servicios de conserjería y de comunicación telefónica en hotelería
1273,CTUR0596.01,Organización de eventos de negocios, sociales y culturales
1274,CTVC0023.01,Instalación de acometidas de redes de telecomunicaciones y sistemas de televisiónpor cable
1275,CTVC0041.01,Construcción de redes de telecomunicaciones
1276,CTVC0042.01,Iluminación
1277,CTVC0073.01,Registro de imagen con cámara
1278,CTVC0073.02,Registro de imagen con cámara televisiva
1279,CTVC0084.01,Registro de audio
1280,CTVC0084.02,Registro de audio
1281,CVES0539.01,Elaboración de prendas sartoriales
1300,CADM0593.01,Recopilación de información financiera en apoyo contable
1301,CADM0594.01,Control de crédito y cobranza
1302,CADM0645.01,Captación de información demográfica, económica y social
1303,CAEL0481.01,Atención de solicitudes para el servicio a los aparatos domésticos
1304,CAEL0500.01,Mantenimiento a los aparatos domésticos
1305,CAGO0666.01,Producción orgánica de cultivos agrícolas
1306,CAGP0226.02,Producción de agua purificada envasada
1307,CAGP0352.01,Análisis de agua para uso y consumo humano
1308,CAGR0143.01,Operación de cosechadora autopropulsada
1309,CAGR0144.02,Operación de tractor con implementos agrícolas
1310,CAGR0364.01,Riego superficial en parcelas
1311,CAGR0365.02,Riego presurizado en parcelas
1312,CAPE0440.01,Gestión de las prestaciones y remuneraciones del personal
1313,CAPE0515.01,Establecimiento de vínculos y programas de desarrollo de la micro, pequeña ymediana Empresas
1314,CAPE0597.01,Adquisición de bienes y servicios por licitación
1315,CAPI0231.01,Emplazamiento de apiarios
1316,CAPI0232.02,Fortalecimiento de las colonias de abejas
1317,CAPI0269.01,Mantenimiento de la infraestructura apícola
1318,CAPI0420.01,Cría de abeja reina
1319,CAPI0528.01,Prestación del servicio de polinización
1320,CAPI0652.01,Cosecha de miel y cera de abeja
1321,CAPI0663.01,Obtención de propóleos, polen y jalea real
1322,CART0024.02,Reproducción de impresos
1323,CART0025.01,Obtención de la reproducción de impresos, de acuerdo al sistema de impresión enserigrafía
1324,CART0045.01,Impresión en tipografía
1325,CART0089.01,Desarrollo del producto gráfico
1326,CART0142.01,Ejecución del diseño gráfico
1327,CART0568.01,Corte de producto gráfico
1328,CART0643.01,Cosido de producto gráfico
1329,CAUP0521.01,Maquinado de piezas por control numérico
1330,CAUP0626.01,Fusión de metales en hornos
1331,CAUP0627.01,Fabricación de moldes para fundición de metales
1332,CAUP0653.01,Estampado de componentes metálicos y no metálicos y ensamble de piezas metalmecánicas y de autopartes
1333,CAUT0047.02,Operación de vehículos quinta rueda articulados de autotransporte de cargageneral
1334,CAUT0072.02,Manejo y transportación de carga general en caja seca
1335,CAUT0080.02,Programación y control del traslado de la carga
1336,CAUT0116.02,Revisión y diagnóstico de vehículos de autotransporte de carga general quintarueda articulados
1337,CAUT0167.02,Traslado de materiales y residuos peligrosos
1338,CAUT0246.01,Distribución de gas LP y carburante
1339,CAUT0422.01,Operación de vehículos de autotransporte de carga general unitarios
1340,CAUT0423.02,Conducción y operación de unidades revolvedoras
1341,CAUT0455.02,Diagnóstico y determinación del mantenimiento a vehículos de autotransporte decarga general unitarios
1342,CAUT0503.01,Traslado de materiales y residuos peligrosos en vehículos unitarios
1343,CAUT0504.01,Distribución de gas L. P. en autotanque
1344,CAZA0001.01,Manejo de insumos y productos
1345,CAZA0002.01,Preparación de la caña y extracción del jugo
1346,CAZA0003.01,Purificación del jugo. Eliminación primaria de impurezas
1347,CAZA0004.01,Evaporación y cristalización
1348,CAZA0009.01,Centrifugación, secado y envase
1349,CAZA0010.01,Refinación de azúcar con carbón no regenerable
1350,CAZA0011.01,Refinación de azúcar con carbón regenerable
1351,CAZA0016.01,Control del proceso de producción de azúcar
1352,CAZA0017.02,Operación de equipos de tratamiento de aguas
1353,CAZA0019.01,Generación y distribución de energía eléctrica
1354,CAZA0020.01,Transformación de vapor en energía térmica y trabajo mecánico
1355,CAZA0077.01,Control de prioridades de corte
1356,CAZA0086.02,Planeación y control de la producción y de la cosecha de materia prima
1357,CAZA0087.02,Programación y verificación de la producción y de la cosecha de materia prima
1358,CAZA0088.02,Organización del desarrollo del campo y de la cosecha de materia prima
1359,CCAF0136.02,Operación y control del beneficiado húmedo de café
1360,CCAF0137.02,Operación y control del beneficiado seco de café
1361,CCAF0178.02,Establecimiento y operación de semilleros y viveros
1362,CCAF0236.01,Manejo y preservación del café para el beneficio seco
1363,CCAF0271.01,Evaluación de la calidad en el beneficiado de café
1364,CCAF0272.01,Evaluación de la calidad en la industrialización de café verde
1365,CCAF0404.01,Exportación de productos
1366,CCAF0475.01,Tostado y molido de café
1367,CCAR0288.01,Recepción y preparación del ganado a sacrificar
1368,CCAR0336.01,Alimentación, manejo y cuidados del ganado en pastoreo
1369,CCAR0384.01,Alimentación, manejo y cuidados del ganado en confinamiento
1370,CCAR0441.01,Obtención de carne de bovino en canal
1371,CCAR0508.01,Obtención de piezas y cortes de carne
1372,CCCA0192.01,Elaboración de planes de capacitación en el sector rural
1373,CCCA0193.01,Facilitación de procesos de formación de productores rurales
1374,CCCA0366.01,Evaluación de programas de desarrollo rural
1375,CCCA0427.01,Capacitación especializada para el sector rural
1376,CCCA0580.01,Formulación y evaluación de proyectos de inversión del sector rural
1377,CCER0155.02,Preparado de pasta para procesos de formado
1378,CCER0157.01,Manufactura de matrices para productos cerámicos
1379,CCER0174.02,Producción de piezas cerámicas por el proceso de vaciado
1380,CCER0234.02,Formado de piezas cerámicas en torno
1381,CCER0300.01,Producción de piezas cerámicas por tarraja
1382,CCER0301.01,Producción de piezas cerámicas por cabezal giratorio (Roller Head)
1383,CCER0312.01,Producción de piezas cerámicas por prensado
1384,CCER0330.01,Formado de piezas cerámicas por extrusión
1385,CCER0371.01,Forjado a mano de piezas cerámicas
1386,CCER0477.01,Esmaltado de piezas cerámicas
1387,CCER0581.01,Decorado de piezas cerámicas
1388,CCER0582.01,Horneado de piezas cerámicas
1389,CCFE0392.01,Atención de solicitudes de servicio y restablecimiento del suministro de energía eléctrica
1390,CCFE0393.01,Mantenimiento a redes de distribución de energía eléctrica
1391,CCFE0545.01,Análisis del comportamiento del sistema eléctrico de potencia
1392,CCFE0546.01,Planeación de la operación de los equipos en el sector eléctrico
